"id","esco","esco.ec","esco.mc","esco.soc","cred1","cred2","cred3","cred4","prop.aprob.exam","gen","horas","sexto","edad","Xfem","Xhijos","Xocup","XeduP","XeduM","carr11","carr14","EDAoMCEDA","busca.trabajo","sexto.mvd","sexto.priv"
1134,NA,NA,NA,NA,0,0,0,0,NA,2013,"Menos de 10 horas","Interior Publica",19,0,0,1,"Medio","Alto",0,0,0,0,0,0
1138,4.39130434782609,6.75,2.14285714285714,4,50,0,50,60,0.125,2012,"No corresponde","Montevideo Privada",18,0,0,0,"Medio","Medio",0,0,0,0,1,1
1145,6.16129032258065,6.5,5.625,6.75,90,90,60,70,0.266666666666667,2012,"No corresponde","Montevideo Privada",18,1,0,0,"Medio","Medio",0,0,0,0,1,1
1147,8.51724137931035,8.53333333333333,8.85714285714286,8,90,80,80,40,0.0689655172413793,2012,"No corresponde","Montevideo Privada",18,1,0,0,"Bajo","Bajo",0,0,0,0,1,1
1151,NA,NA,NA,NA,0,0,0,0,NA,2012,"Entre 30 y 40 horas","Montevideo Publica",18,1,0,1,"Medio","Bajo",0,0,0,0,1,0
1154,3.71428571428571,4.16666666666667,1.8,6,30,30,20,20,0.3,2012,"No corresponde","Interior Publica",18,0,0,0,"Medio","Medio",0,0,0,0,0,0
1163,2.3125,3.66666666666667,1.2,9,40,20,0,0,0.5,2012,"No corresponde","Interior Publica",18,1,0,0,"Bajo","Bajo",1,0,0,1,0,0
1165,4.25,3.25,0,7.5,30,0,10,10,0,2013,"No corresponde","Montevideo Publica",20,0,0,0,"Medio","Alto",0,0,0,1,1,0
1166,2.4,0,3,6,20,0,0,0,0,2013,"No corresponde","Interior Publica",18,1,0,0,"Bajo","Bajo",1,0,0,0,0,0
1175,NA,NA,NA,NA,0,0,0,0,NA,2012,"Menos de 10 horas","Montevideo Publica",19,0,0,1,"Medio","Medio",1,1,1,0,1,0
1180,8.96666666666667,9.35714285714286,7.6,9.14285714285714,90,90,60,70,0.0666666666666667,2013,"No corresponde","Interior Publica",18,0,0,0,"Bajo","Bajo",0,0,0,0,0,0
1188,3,4,1.4,3.83333333333333,60,0,10,0,0.285714285714286,2013,"No corresponde","Interior Publica",18,1,0,0,"Alto","Alto",0,0,0,0,0,0
1190,5.93103448275862,6.25,4.85714285714286,8,80,60,50,60,0.208333333333333,2013,"No corresponde","Interior Publica",17,1,0,0,"Medio","Alto",0,0,0,0,0,0
1203,NA,NA,NA,NA,0,0,0,0,NA,2013,"Entre 30 y 40 horas","Interior Publica",25,0,0,1,"Alto","Bajo",0,0,0,0,0,0
1205,5.85714285714286,8,7,0,50,0,0,0,0,2013,"No corresponde","Interior Publica",18,0,0,0,"Bajo","Medio",0,1,0,0,0,0
1207,8.03225806451613,8.46153846153846,6.125,8.33333333333333,90,90,80,60,0.129032258064516,2013,"No corresponde","Interior Privada",18,1,0,0,"Bajo","Alto",0,0,0,0,0,1
1211,0.5625,1.5,0,0,20,0,0,0,1,2012,"No corresponde","Montevideo Privada",18,1,0,0,"Medio","Alto",0,0,0,0,1,1
1216,8.47619047619048,9.44444444444444,6,9.25,80,30,20,80,0.05,2013,"No corresponde","Interior Publica",18,0,0,0,"Alto","Alto",1,0,0,1,0,0
1218,0,0,0,0,0,0,0,0,NA,2012,"Entre 30 y 40 horas","Interior Publica",19,1,0,1,"Medio","Alto",1,0,0,0,0,0
1219,2.59375,2,3.875,2.28571428571429,20,40,40,40,0.416666666666667,2012,"No corresponde","Interior Publica",18,0,0,0,"Medio","Medio",0,0,0,0,0,0
1220,NA,NA,NA,NA,0,0,0,0,NA,2013,"Más de 40 horas","Interior Publica",23,1,0,1,NA,"Alto",0,0,0,0,0,0
1233,7.17391304347826,7.25,6,8.4,60,80,60,30,0.130434782608696,2012,"No corresponde","Montevideo Publica",17,1,0,0,"Bajo","Bajo",0,0,0,0,1,0
1236,4.66666666666667,5.33333333333333,1.72727272727273,7.2,90,60,70,60,0.461538461538462,2012,"No corresponde","Interior Publica",18,1,0,0,"Medio","Medio",1,1,0,1,0,0
1246,6.1,7,6.5,7,30,10,30,20,0.444444444444444,2012,"No corresponde","Montevideo Publica",18,1,0,0,"Bajo","Bajo",1,0,0,0,1,0
1247,6,6.58823529411765,5.09090909090909,6,90,70,110,70,0.235294117647059,2013,"No corresponde","Interior Publica",18,1,0,0,"Bajo","Alto",1,0,0,0,0,0
1264,3.74074074074074,4.28571428571429,2.42857142857143,6.5,80,30,20,30,0.5,2012,"No corresponde","Interior Publica",18,1,0,0,"Bajo","Bajo",1,0,0,0,0,0
1267,4.47619047619048,4.57142857142857,4,3.5,40,40,30,20,0.230769230769231,2013,"No corresponde","Interior Publica",18,0,0,0,"Bajo","Bajo",0,1,0,1,0,0
1273,3.25,6.33333333333333,2.625,0,40,20,0,40,0.2,2013,"No corresponde","Montevideo Privada",18,1,0,0,"Alto","Bajo",1,0,0,0,1,1
1274,4.57142857142857,4.66666666666667,5.5,7,50,40,50,30,0.333333333333333,2012,"No corresponde","Montevideo Publica",19,0,0,0,"Bajo","Bajo",1,0,0,1,1,0
1276,6.94736842105263,6.75,5.33333333333333,6.75,80,30,60,30,0.157894736842105,2012,"No corresponde","Interior Publica",18,1,0,0,"Bajo","Bajo",0,1,0,0,0,0
1280,8.85714285714286,10,9.5,7,40,30,0,0,0,2012,"Entre 10 y 20 horas","Montevideo Publica",19,0,0,1,"Bajo","Bajo",0,0,0,0,1,0
1284,7.38888888888889,6.88888888888889,6.75,9,90,70,100,80,0.205882352941176,2012,"No corresponde","Montevideo Publica",18,0,0,0,"Medio","Bajo",0,0,0,0,1,0
1289,4.54545454545455,5,4.4,8,40,50,20,50,0.2,2013,"No corresponde","Montevideo Publica",19,0,0,0,"Alto","Medio",1,0,0,0,1,0
1295,6.15384615384615,6.2,4.125,9,90,60,50,60,0.272727272727273,2012,"No corresponde","Interior Publica",18,1,0,0,"Bajo","Bajo",1,0,0,0,0,0
1302,3.72727272727273,6,0,6,20,0,0,40,0.166666666666667,2012,"Entre 10 y 20 horas","Montevideo Publica",18,1,0,1,"Bajo","Bajo",0,0,1,0,1,0
1304,7,0,0,0,10,0,0,0,0,2012,"No corresponde","Montevideo Publica",18,1,0,0,"Bajo","Bajo",0,1,0,1,1,0
1306,7.76666666666667,8.07142857142857,6.25,9,70,90,80,70,0.133333333333333,2012,"No corresponde","Montevideo Publica",18,0,0,0,"Bajo","Bajo",0,0,0,0,1,0
1315,4.125,3.25,0,3,40,10,0,10,0.333333333333333,2013,"Menos de 10 horas","Interior Publica",19,1,0,1,"Bajo","Bajo",0,1,1,0,0,0
1321,6.36363636363636,6.41666666666667,4.25,7.66666666666667,70,40,60,40,0.285714285714286,2013,"No corresponde","Montevideo Publica",18,1,0,0,"Bajo","Alto",1,0,0,0,1,0
1322,3.125,3,1.8,7,60,20,10,0,0.444444444444444,2013,"No corresponde","Interior Privada",18,1,0,0,"Medio","Medio",1,0,0,0,0,1
1325,3.38461538461538,5.66666666666667,1.875,6,40,10,20,10,0.375,2013,"No corresponde","Montevideo Publica",18,1,0,0,"Medio","Medio",1,0,1,1,1,0
1326,3.96296296296296,5,3.5,3.8,50,40,70,10,0.470588235294118,2012,"No corresponde","Montevideo Publica",18,1,0,0,"Medio","Bajo",1,0,0,1,1,0
1332,7.5,6,9,0,10,0,10,0,0,2013,"No corresponde","Montevideo Publica",20,0,0,0,"Alto","Alto",0,1,0,0,1,0
1337,3.73684210526316,4.75,2.2,4.375,40,50,10,10,0.272727272727273,2012,"No corresponde","Montevideo Privada",18,0,0,0,"Medio","Bajo",0,0,0,0,1,1
1339,4.81818181818182,5.53846153846154,5.22222222222222,7,60,30,40,80,0.259259259259259,2013,"No corresponde","Interior Publica",19,0,0,0,"Bajo","Bajo",1,0,0,0,0,0
1341,NA,NA,NA,NA,0,0,0,0,NA,2013,"No corresponde","Interior Publica",17,1,0,0,"Medio","Alto",1,1,0,0,0,0
1342,7.5,8,7,6,60,0,0,0,0,2012,"No corresponde","Interior Publica",18,1,0,0,"Bajo","Bajo",0,0,0,0,0,0
1350,6.5,0,0,0,0,0,0,0,0,2012,"Más de 40 horas","Montevideo Privada",23,1,0,1,"Alto","Medio",0,0,0,0,1,1
1354,2.86363636363636,4.2,0.545454545454545,5.6,50,40,10,0,0.1,2013,"No corresponde","Montevideo Publica",18,1,0,0,"Medio","Bajo",0,1,0,1,1,0
1356,8.25,10.1666666666667,4.5,9.33333333333333,0,70,50,30,0.133333333333333,2012,"No corresponde","Montevideo Privada",18,0,0,0,"Bajo","Alto",1,0,0,1,1,1
1363,7,6,0,8,20,0,0,0,0,2013,"No corresponde","Interior Publica",18,1,0,0,"Bajo","Bajo",0,1,0,0,0,0
1366,6.6,7,4.6,7,80,45,25,75,0.217391304347826,2012,"Entre 10 y 20 horas","Montevideo Privada",18,1,0,1,"Bajo","Medio",0,1,0,0,1,1
1378,8.36363636363636,8.625,8.22222222222222,7.5,90,90,80,80,0.0303030303030303,2012,"No corresponde","Montevideo Privada",18,1,0,0,"Alto","Alto",0,0,0,0,1,1
1382,6.25,8.2,4.33333333333333,6,50,40,40,50,0.235294117647059,2013,"No corresponde","Montevideo Publica",18,1,0,0,"Bajo","Alto",0,1,0,0,1,0
1388,7.17241379310345,7.07142857142857,6.71428571428571,7.2,90,70,80,60,0.172413793103448,2012,"No corresponde","Montevideo Privada",18,1,0,0,"Bajo","Medio",0,0,0,0,1,1
1391,7.4,7.6,5,8.5,20,50,60,20,0.2,2013,"No corresponde","Interior Publica",18,1,0,0,"Bajo","Bajo",1,0,0,0,0,0
1397,5.5,0,6,8,10,20,0,0,0,2012,"No corresponde","Interior Publica",18,1,0,0,"Medio","Alto",0,1,0,0,0,0
1410,3,3,0,3,10,10,0,0,0,2012,"No corresponde","Interior Publica",19,0,0,0,"Alto","Medio",0,0,0,1,0,0
1416,3,0,0,6,10,0,0,0,0,2013,"No corresponde","Interior Publica",18,1,0,0,"Bajo","Bajo",0,0,0,1,0,0
1421,6.8,6.25,3,8.66666666666667,60,30,30,30,0.214285714285714,2013,"No corresponde","Interior Publica",18,0,0,0,"Bajo","Bajo",1,1,0,1,0,0
1422,4.88461538461539,3.5,3.55555555555556,0,10,20,30,10,0.35,2013,"Entre 10 y 20 horas","Montevideo Publica",18,1,0,1,"Medio","Medio",0,0,0,0,1,0
1427,4.89473684210526,4,5.25,3.25,50,40,20,30,0.285714285714286,2012,"No corresponde","Montevideo Publica",18,1,0,0,"Bajo","Bajo",1,0,0,1,1,0
1430,3.4,0,0,0,0,0,0,20,0,2012,"No corresponde","Montevideo Publica",18,1,0,0,"Bajo","Medio",1,0,0,0,1,0
1431,9.11111111111111,9.26666666666667,7.5,9.8,90,90,50,90,0.15625,2013,"No corresponde","Montevideo Privada",19,1,0,0,"Alto","Alto",1,1,0,0,1,1
1439,5.59090909090909,6.2,6,3.83333333333333,70,60,50,10,0.315789473684211,2012,"No corresponde","Montevideo Publica",18,0,0,0,"Bajo","Medio",0,0,0,0,1,0
1440,2.94736842105263,5,0.833333333333333,4,10,40,40,10,0.4,2013,"No corresponde","Montevideo Publica",18,0,0,0,"Medio","Alto",0,0,0,0,1,0
1441,4.6,8,2.5,7,20,10,40,10,0.625,2013,"No corresponde","Montevideo Publica",18,0,0,0,"Medio","Medio",1,0,0,1,1,0
1453,3.11111111111111,6.33333333333333,0,3,30,20,0,0,0.2,2013,"No corresponde","Interior Publica",23,0,0,0,"Bajo","Alto",0,0,0,1,0,0
1457,3.66666666666667,6,4.75,7,40,10,40,10,0.3,2013,"Entre 20 y 30 horas","Montevideo Publica",18,1,0,1,"Bajo","Medio",1,0,0,0,1,0
1461,NA,NA,NA,NA,0,0,0,0,NA,2013,"No corresponde","Interior Publica",18,1,0,0,"Bajo","Bajo",0,0,0,0,0,0
1465,7.5,0,8,0,0,15,0,0,0,2013,"Entre 30 y 40 horas","Montevideo Privada",21,0,0,1,"Bajo","Bajo",0,0,1,0,1,1
1468,2.8,3.25,0,2.66666666666667,10,20,30,0,0,2012,"No corresponde","Interior Publica",18,0,0,0,"Bajo","Bajo",1,0,1,0,0,0
1475,5.25,7,0,10,30,0,0,0,0.333333333333333,2012,"Entre 20 y 30 horas","Montevideo Privada",19,0,0,1,"Medio","Medio",0,0,0,0,1,1
1476,1.29411764705882,1,0,4.5,30,0,0,0,0.333333333333333,2013,"No corresponde","Montevideo Privada",19,1,0,0,"Alto","Alto",0,0,0,0,1,1
1477,1.80769230769231,1.57142857142857,0,8,20,20,10,30,0.285714285714286,2012,"No corresponde","Montevideo Publica",22,1,0,0,"Bajo","Bajo",1,0,0,0,1,0
1478,0,0,0,0,0,0,0,0,NA,2013,"No corresponde","Interior Publica",18,0,0,0,"Medio","Medio",0,0,0,0,0,0
1481,3.66666666666667,7.5,0,7,0,20,0,10,0,2013,"Entre 30 y 40 horas","Montevideo Publica",20,0,0,1,"Bajo","Medio",1,0,0,0,1,0
1482,0.888888888888889,0,0,4,10,0,0,10,1,2012,"No corresponde","Interior Publica",18,1,0,0,"Bajo","Bajo",0,0,1,0,0,0
1485,3.55555555555556,6,2,12,40,40,20,0,0.6,2012,"Entre 30 y 40 horas","Montevideo Publica",22,1,1,1,"Medio",NA,1,0,0,0,1,0
1489,3.73684210526316,3.55555555555556,3.83333333333333,5.33333333333333,60,40,20,10,0.538461538461538,2013,"No corresponde","Montevideo Privada",18,0,0,0,"Alto","Alto",0,0,0,0,1,1
1492,5.46153846153846,6.75,2,7,20,40,25,10,0.2,2013,"No corresponde","Interior Publica",20,1,0,0,"Bajo","Bajo",0,0,1,1,0,0
1493,4.66666666666667,5,3.16666666666667,6.6,60,50,0,20,0.0769230769230769,2013,"No corresponde","Montevideo Publica",18,0,0,0,"Alto","Alto",1,0,0,0,1,0
1501,0,0,0,0,0,0,0,0,NA,2012,"No corresponde","Montevideo Publica",18,1,0,0,"Alto","Medio",1,0,0,0,1,0
1511,1.95,0.428571428571429,0,5.14285714285714,30,30,0,0,0.333333333333333,2012,"No corresponde","Montevideo Privada",18,1,0,0,"Medio","Medio",0,0,0,0,1,1
1515,5.88888888888889,6.1,3,6.5,80,70,50,30,0.125,2013,"No corresponde","Montevideo Publica",18,0,0,0,"Medio","Medio",0,0,0,0,1,0
1519,1.31034482758621,2.66666666666667,1.2,0.8,20,20,10,20,0.571428571428571,2012,"Entre 10 y 20 horas","Interior Publica",18,1,0,1,"Bajo","Medio",1,1,0,0,0,0
1523,5.75862068965517,5.84615384615385,3.85714285714286,7,90,70,50,60,0.0833333333333333,2013,"No corresponde","Interior Publica",18,0,0,0,"Alto","Alto",0,0,0,0,0,0
1524,0.59375,0,0,2,10,10,0,10,0.333333333333333,2012,"Entre 30 y 40 horas","Montevideo Publica",19,0,0,1,"Bajo","Bajo",1,0,1,0,1,0
1527,0.3,1.5,0,0,10,0,0,0,1,2013,"No corresponde","Interior Publica",19,0,0,0,"Bajo","Bajo",1,0,0,1,0,0
1531,6.2962962962963,7.81818181818182,4.57142857142857,6.83333333333333,60,80,50,50,0.291666666666667,2012,"Entre 10 y 20 horas","Montevideo Privada",18,0,0,1,"Bajo","Medio",0,0,0,0,1,1
1532,0.111111111111111,0,0,0.333333333333333,0,0,0,0,NA,2013,"Entre 30 y 40 horas","Montevideo Publica",18,0,0,1,"Medio","Medio",1,0,0,0,1,0
1544,0,0,0,0,0,0,0,0,NA,2013,"Entre 30 y 40 horas","Interior Publica",20,1,0,1,"Bajo","Medio",0,0,1,0,0,0
1551,5,5.28571428571429,3.57142857142857,5.33333333333333,30,50,30,60,0.266666666666667,2013,"No corresponde","Montevideo Publica",18,1,0,0,"Bajo","Medio",0,0,0,0,1,0
1562,NA,NA,NA,NA,0,0,0,0,NA,2012,"Menos de 10 horas","Interior Publica",18,1,0,1,"Bajo","Bajo",1,0,0,0,0,0
1568,2,0,0,0,10,0,0,0,0,2012,"Entre 30 y 40 horas","Interior Publica",18,1,0,1,"Bajo","Bajo",1,0,0,0,0,0
1569,9.11111111111111,9.75,9,10,100,105,65,95,0.257142857142857,2013,"Más de 40 horas","Montevideo Publica",18,0,0,1,"Alto","Medio",1,0,0,0,1,0
1577,6.62162162162162,6.6875,4.66666666666667,7.6,90,90,70,110,0.222222222222222,2013,"No corresponde","Montevideo Publica",19,1,0,0,"Alto","Alto",0,0,0,0,1,0
1594,8.06666666666667,8.28571428571429,7.42857142857143,8.6,90,70,70,80,0,2012,"No corresponde","Montevideo Publica",18,0,0,0,"Alto","Medio",0,0,0,0,1,0
1595,4.68421052631579,6.2,3,5.4,60,40,10,30,0.214285714285714,2012,"No corresponde","Montevideo Privada",18,0,0,0,"Bajo","Medio",0,0,0,0,1,1
1597,8,7.55555555555556,7,8.33333333333333,70,80,30,70,0.291666666666667,2012,"No corresponde","Montevideo Privada",19,1,0,0,"Medio","Medio",1,0,0,0,1,1
1600,9.14285714285714,9.75,7.125,9.6,90,90,40,30,0.04,2013,"No corresponde","Montevideo Privada",17,1,0,0,"Alto","Alto",0,0,0,0,1,1
1615,3.76470588235294,3.625,2.9,4.2,70,40,60,70,0.521739130434783,2013,"No corresponde","Interior Privada",18,1,0,0,"Alto","Alto",1,0,0,0,0,1
1635,2.40625,4.5,4,7,40,30,35,15,0.538461538461538,2013,"No corresponde","Montevideo Publica",18,0,0,0,"Bajo","Bajo",1,0,1,1,1,0
1637,2,3,0,7,20,10,0,0,0.333333333333333,2012,"No corresponde","Montevideo Publica",21,0,0,0,"Bajo","Bajo",1,1,1,0,1,0
1640,3.79166666666667,4.33333333333333,2.16666666666667,7.5,60,30,30,35,0.4,2012,"No corresponde","Montevideo Publica",18,0,0,0,"Alto","Alto",1,1,0,0,1,0
1644,6.23076923076923,9,4.66666666666667,7,90,20,0,0,0.181818181818182,2013,"No corresponde","Interior Publica",18,0,0,0,"Medio","Bajo",1,0,0,0,0,0
1645,9.05882352941176,9.125,8.28571428571429,9,100,80,90,70,0.235294117647059,2013,"No corresponde","Montevideo Privada",18,1,0,0,"Alto","Medio",1,0,0,0,1,1
1650,1.6,3.5,0,1,10,0,0,0,0,2012,"No corresponde","Montevideo Publica",18,0,0,0,"Medio","Alto",0,0,0,1,1,0
1654,5.5,0,6,0,0,0,0,15,1,2013,"Menos de 10 horas","Interior Publica",19,1,0,1,"Alto","Medio",1,1,1,0,0,0
1656,3.22222222222222,3,3.5,3.5,10,40,0,0,0.4,2012,"No corresponde","Montevideo Publica",18,1,0,0,"Bajo","Bajo",1,1,0,0,1,0
1657,3.5,0,7,0,0,0,5,0,1,2013,"No corresponde","Interior Publica",19,1,0,0,"Medio","Bajo",0,0,1,0,0,0
1663,NA,NA,NA,NA,0,0,0,0,NA,2013,"No corresponde","Montevideo Publica",18,1,0,0,"Bajo","Medio",0,0,1,0,1,0
1669,1.28571428571429,1.5,0,0,20,0,0,0,1,2013,"No corresponde","Interior Publica",18,1,0,0,"Bajo","Bajo",0,0,0,0,0,0
1672,4.5,5.66666666666667,2.22222222222222,7.25,30,10,55,35,0.142857142857143,2013,"No corresponde","Interior Publica",20,0,0,0,"Bajo","Bajo",0,0,1,0,0,0
1673,2.6,6.66666666666667,0,0,10,10,0,20,0.25,2012,"Entre 10 y 20 horas","Montevideo Publica",18,1,0,1,"Alto","Alto",0,0,0,0,1,0
1679,1.2,3,0,1,0,0,20,0,1,2013,"No corresponde","Montevideo Privada",19,0,0,0,"Alto","Alto",0,0,0,1,1,1
1683,3,5.5,6,2,10,30,20,0,0.333333333333333,2013,"No corresponde","Interior Publica",18,0,0,0,"Bajo","Bajo",1,0,0,0,0,0
1692,1.8,1,2.6,1.6,60,10,0,10,0.5,2012,"No corresponde","Interior Publica",18,1,0,0,"Bajo","Bajo",1,0,0,0,0,0
1694,2.4,4,0,4,20,0,10,0,0.333333333333333,2013,"No corresponde","Montevideo Privada",19,1,0,0,NA,"Alto",0,0,1,1,1,1
1700,5.33333333333333,9,0,0,10,10,0,0,0,2012,"No corresponde","Interior Publica",18,0,0,0,"Bajo","Bajo",1,1,1,0,0,0
1705,0.916666666666667,3,0,0,0,10,0,10,0.5,2012,"Entre 20 y 30 horas","Montevideo Publica",20,0,0,1,"Bajo","Bajo",1,1,1,0,1,0
1710,7,6.5,0,0,10,0,20,0,0,2013,"No corresponde","Montevideo Publica",19,1,0,0,"Alto","Alto",0,0,0,1,1,0
1715,0.166666666666667,0,0,0.5,0,0,0,0,NA,2013,"No corresponde","Interior Publica",18,1,0,0,"Bajo","Bajo",1,0,0,1,0,0
1717,5.95238095238095,6.5,5.85714285714286,6.33333333333333,70,40,60,10,0.294117647058824,2013,"No corresponde","Interior Publica",19,0,0,0,"Medio","Alto",0,0,0,0,0,0
1722,7.97058823529412,8.33333333333333,8.44444444444444,7.42857142857143,90,80,70,100,0.0882352941176471,2012,"No corresponde","Interior Publica",18,1,0,0,"Bajo","Bajo",1,0,0,0,0,0
1731,6.3,6.71428571428571,5,7.75,50,40,40,60,0.277777777777778,2012,"No corresponde","Montevideo Privada",19,0,0,0,"Bajo","Medio",1,0,0,0,1,1
1734,4,8,0,0,10,0,0,0,0,2013,"No corresponde","Montevideo Privada",18,1,0,0,"Bajo","Medio",0,0,0,0,1,1
1742,NA,NA,NA,NA,0,0,0,0,NA,2013,"No corresponde","Montevideo Privada",18,0,0,0,"Alto","Alto",0,0,0,0,1,1
1747,5.08333333333333,7,4,6.2,40,50,10,0,0.1,2013,"No corresponde","Interior Privada",18,0,0,0,"Medio","Alto",1,0,0,0,0,1
1750,3,2.3125,2.66666666666667,5.6,90,50,20,20,0.352941176470588,2012,"No corresponde","Interior Publica",18,1,0,0,"Medio","Bajo",0,0,0,0,0,0
1753,1.7037037037037,2.125,1.25,4.66666666666667,20,40,10,0,0.285714285714286,2012,"Más de 40 horas","Interior Publica",19,0,0,1,"Bajo","Bajo",0,0,0,0,0,0
1764,9.06666666666667,8.92857142857143,7.57142857142857,11,80,80,80,60,0,2013,"No corresponde","Montevideo Privada",18,1,0,0,"Alto","Alto",0,0,0,0,1,1
1766,6.92307692307692,7.44444444444444,5.5,6.8,90,90,80,110,0.184210526315789,2012,"No corresponde","Montevideo Privada",18,1,0,0,"Medio","Medio",0,0,0,0,1,1
1774,1.5,3,0,0,20,0,0,0,0.5,2012,"No corresponde","Interior Publica",17,1,0,0,"Bajo","Bajo",1,0,0,0,0,0
1777,6.57142857142857,6.28571428571429,4.75,7.85714285714286,60,20,50,50,0.263157894736842,2012,"No corresponde","Interior Publica",18,0,0,0,NA,"Alto",0,1,0,0,0,0
1780,5.66666666666667,5.8,4,6.75,40,40,30,20,0.230769230769231,2013,"No corresponde","Interior Publica",19,0,0,0,"Bajo","Bajo",1,0,0,0,0,0
1787,6.5,6.5,0,6.5,30,10,0,0,0,2012,"No corresponde","Montevideo Publica",18,1,0,0,"Bajo","Alto",1,0,0,1,1,0
1793,3.80952380952381,4,1.42857142857143,5.75,40,50,10,30,0.384615384615385,2012,"No corresponde","Interior Publica",17,1,0,0,"Bajo","Bajo",1,0,0,0,0,0
1794,7.21212121212121,7.47058823529412,6.14285714285714,7,90,70,80,90,0.0625,2012,"No corresponde","Interior Publica",18,1,0,0,"Bajo","Bajo",0,1,0,0,0,0
1795,5.09090909090909,4.33333333333333,5.33333333333333,5.14285714285714,70,60,30,10,0.117647058823529,2012,"No corresponde","Interior Publica",18,1,0,0,"Alto","Alto",0,0,0,0,0,0
1798,1.95833333333333,2.42857142857143,0,4.66666666666667,30,20,30,0,0.375,2013,"Entre 20 y 30 horas","Montevideo Publica",17,1,0,1,"Alto","Alto",1,0,1,0,1,0
1800,1.83870967741935,1.4,1.83333333333333,4.2,20,0,20,60,0.5,2012,"No corresponde","Interior Publica",20,0,0,0,"Bajo","Medio",1,0,1,0,0,0
1801,0,0,0,0,0,0,0,0,NA,2012,"No corresponde","Interior Privada",35,0,0,0,"Alto","Alto",0,0,0,1,0,1
1803,7.7037037037037,7.83333333333333,7.57142857142857,8.2,80,80,50,60,0.0740740740740741,2012,"No corresponde","Interior Publica",18,1,0,0,"Alto","Alto",0,0,0,0,0,0
1804,NA,NA,NA,NA,0,0,0,0,NA,2013,"Entre 10 y 20 horas","Interior Privada",19,0,0,1,"Medio","Alto",0,0,0,0,0,1
1806,4.96875,4.16666666666667,3.22222222222222,7.14285714285714,80,50,50,50,0.125,2013,"No corresponde","Interior Privada",19,0,0,0,"Alto","Alto",0,0,0,0,0,1
1807,1.2,0,2,0,0,10,0,0,0,2012,"No corresponde","Interior Privada",17,0,0,0,"Bajo","Bajo",1,0,0,1,0,1
1816,0,0,0,0,0,0,0,0,NA,2012,"No corresponde","Interior Privada",18,0,0,0,"Bajo","Medio",1,0,0,0,0,1
